name,place,is_mped,x,y
Garabonc,village,0,17.11968296314875,46.586236058235905
Nagyrada,village,0,17.118339352978296,46.61952960451375
Orosztony,village,0,17.060354808187416,46.62761248621008
Zalaszabar,village,0,17.112253805917554,46.64105247157747
Balatonmagyaród,village,0,17.17909690721972,46.59143869981076
Zalavár,village,0,17.156607763744844,46.66851748208462
Dióskál,village,0,17.055497347951597,46.67475038150025
Egeraracsa,village,0,17.077263078128173,46.67325739150343
Zalaszentmárton,village,0,17.063073828889394,46.70370716220156
Esztergályhorváti,village,0,17.108398865538813,46.70058387831613
Zalaapáti,village,0,17.105715148627503,46.73915458786106
Szentgyörgyvár,village,0,17.13087704956722,46.7569232945484
Sármellék,village,0,17.16827553181263,46.70808431008577
Nemesdéd,village,0,17.24386085779679,46.42973041229506
Vése,village,0,17.291196503715124,46.41186161431769
Nemesvid,village,0,17.24853254643185,46.48572070106091
Böhönye,village,0,17.39072004555897,46.40777578393919
Nemeskisfalud,village,0,17.36625209317624,46.438605197696496
Tapsony,village,0,17.335401251373717,46.45352126058583
Nagyszakácsi,village,0,17.321573394373736,46.48752656922282
Szenyér,village,0,17.370177281810196,46.462620379385804
Szőkedencs,village,0,17.249302582293396,46.5546718822317
Csákány,village,0,17.271490430821977,46.54064409531924
Somogyzsitfa,village,0,17.29742757785189,46.553050606257635
Gadány,village,0,17.391788411926374,46.517053718892406
Újvárfalva,village,0,17.573853294325424,46.434037477587914
Mesztegnyő,village,0,17.423939295608065,46.50449516391919
Kelevíz,village,0,17.421583194280874,46.52040116719518
Hosszúvíz,village,0,17.44339869112419,46.51707986728505
Libickozma,village,0,17.533380417851646,46.52257600484625
Somogyfajsz,village,0,17.568740622717392,46.50232720809053
Pusztakovácsi,village,0,17.573976273687826,46.53038269826899
Csömend,village,0,17.49078868511722,46.57026096339229
Nikla,village,0,17.51727344514433,46.57831106210559
Sávoly,village,0,17.26907647799049,46.592097189702855
Somogysámson,village,0,17.29901094837168,46.587431412317606
Főnyed,village,0,17.25828762159669,46.631072481298446
Vörs,village,0,17.270393228533955,46.665437104057766
Szegerdő,village,0,17.27806277493518,46.63468541331593
Tikos,village,0,17.288041710268825,46.63557560924197
Hollád,village,0,17.308407505906626,46.63981747047646
Kéthely,village,0,17.393331448089906,46.64694436600526
Balatonszentgyörgy,village,0,17.299987057759402,46.69219568126671
Balatonberény,village,0,17.31932032980964,46.71083598536663
Balatonújlak,village,0,17.383048972021758,46.675975216409604
Balatonkeresztúr,village,0,17.370387667249737,46.69765966338027
Marcali,town,1,17.412300183797843,46.58334838099783
Somogyszentpál,village,0,17.473938266680765,46.64161507110287
Táska,village,0,17.521493550686063,46.615912205391005
Buzsák,village,0,17.577465330251346,46.64870528487739
Balatonmáriafürdő,village,0,17.40749904793034,46.70154679408888
Balatonfenyves,village,0,17.49453142591697,46.71767268005363
Fonyód,town,1,17.5494599919428,46.74675208661909
Nemeshetés,village,0,16.912217497438988,46.800819377536946
Nemesszentandrás,village,0,16.939806825939453,46.77625261567058
Búcsúszentlászló,village,0,16.9319686657594,46.787963965242234
Nemessándorháza,village,0,16.9497351861226,46.784327078520434
Kisbucsa,village,0,16.941639029792942,46.81700220192399
Nemesrádó,village,0,16.994214997921194,46.778124668644296
Szentpéterúr,village,0,17.038396389382402,46.7583840624472
Misefa,village,0,16.984160244777573,46.80512229946196
Nagykapornak,village,0,16.992729364104314,46.81819061339938
Tilaj,village,0,17.047490663824238,46.805473518103746
Almásháza,village,0,17.04733067387214,46.84252569322393
Pethőhenye,village,0,16.91875777169655,46.876909300623886
Alsónemesapáti,village,0,16.93049039812785,46.85338646390811
Alibánfa,village,0,16.920985593601166,46.88464607752043
Nemesapáti,village,0,16.948855286301807,46.872755518160794
Vöckönd,village,0,16.953750026621915,46.889577695847734
Zalaszentiván,village,0,16.89724743255525,46.891760670268454
Zalaszentlőrinc,village,0,16.888424628992276,46.916761264775296
Kemendollár,village,0,16.941497006146523,46.90654637240075
Orbányosfa,village,0,16.983620267460285,46.84985420347172
Gyűrűs,village,0,16.99223151777386,46.884385691777986
Padár,village,0,17.016369878278848,46.85202736733313
Bezeréd,village,0,17.012955561546963,46.86923687621034
Zalaistvánd,village,0,16.978863508367812,46.918431896618266
Pókaszepetk,village,0,16.966162677723293,46.926094770274155
Gétye,village,0,17.069644466203552,46.762885878349174
Bókaháza,village,0,17.10603126577599,46.77359231828843
Ligetfalva,village,0,17.060470960353655,46.82328716963687
Kehidakustány,village,0,17.094301513953596,46.84299937289551
Zalacsány,village,0,17.097902949759163,46.806505885953996
Alsópáhok,village,0,17.173898177007466,46.76131618707564
Felsőpáhok,village,0,17.155905730350298,46.78449156088482
Hévíz,town,1,17.183448885445163,46.790603809601016
Nemesbük,village,0,17.14436282810701,46.8216572782052
Karmacs,village,0,17.174048465154492,46.836528789577116
Rezi,village,0,17.219598529782584,46.84179879049623
Kallósd,village,0,17.062321130512828,46.87163727889871
Zalaszentlászló,village,0,17.112184905135262,46.87576891848986
Sénye,village,0,17.134864401618838,46.895424115440086
Zalaköveskút,village,0,17.143168517936772,46.8480924711779
Vindornyafok,village,0,17.177238652222986,46.85657670093896
Vindornyalak,village,0,17.194072900984327,46.88612910402469
Zalaszántó,village,0,17.225825292005993,46.887780492205
Vindornyaszőlős,village,0,17.154188151527066,46.89851689766508
Nagygörbő,village,0,17.179343404933682,46.93111336582061
Olaszfa,village,0,16.884111008829457,47.0135481758114
Nagytilaj,village,0,16.96271296736922,46.97951340775251
Pakod,village,0,16.99414564798126,46.95697406318017
Dötk,village,0,17.00695256966084,46.94290696545521
Zalabér,village,0,17.028507105914112,46.97397301328032
Bérbaltavár,village,0,16.966504217194316,47.0081131158891
Batyk,village,0,17.035742945696168,46.98989257846578
Zalavég,village,0,17.026739311266496,47.0060754690334
Csehi,village,0,16.94356995849616,47.03681237291628
Csehimindszent,village,0,16.95565984491595,47.046451388541136
Kám,village,0,16.881203701243933,47.103947588066546
Szemenye,village,0,16.906728701221493,47.101553070090496
Csipkerek,village,0,16.941368277566312,47.073792773269865
Mikosszéplak,village,0,16.974629658602236,47.03236729505333
Bögöte,village,0,17.043671925551447,47.08732719318067
Hosszúpereszteg,village,0,17.023183599708894,47.095502702418344
Zalaszentgrót,town,1,17.0790204523185,46.94380225901353
Tekenye,village,0,17.12279841038561,46.95985011583933
Türje,village,0,17.104588481598164,46.98419177887352
Kisgörbő,village,0,17.156688971446528,46.93729561528784
Óhíd,village,0,17.167533703051003,46.961029112959295
Döbröce,village,0,17.189379203624803,46.937264210827415
Sümegcsehi,village,0,17.216170199332275,46.94168911403392
Szalapa,village,0,17.14568460921606,46.99153580628157
Mihályfa,village,0,17.189554824262853,46.978974679631165
Kisvásárhely,village,0,17.198677665130727,46.99496168525908
Gógánfa,village,0,17.18638440013061,47.021477977914245
Zalagyömörő,village,0,17.22642303099604,47.01779749137764
Keléd,village,0,17.116910492687374,47.07588210036977
Dabronc,village,0,17.16780355696235,47.03193000409217
Zalaerdőd,village,0,17.142227622508184,47.05479957864695
Hetyefő,village,0,17.161159706952535,47.044677506030084
Megyer,village,0,17.192334211751913,47.06111868728312
Ukk,village,0,17.214090060460368,47.04373578605493
Rigács,village,0,17.215439869006282,47.06477587133611
Zalameggyes,village,0,17.219538881647722,47.08082216956164
Nemeskeresztúr,village,0,17.19341524436483,47.09360330533868
Zalaszegvár,village,0,17.224042225998545,47.098068780696465
Keszthely,town,1,17.24628011068845,46.76750810366746
Gyenesdiás,village,0,17.286004061709857,46.77251711259216
Vonyarcvashegy,village,0,17.30957028521039,46.76419246315087
Cserszegtomaj,village,0,17.231559957116755,46.80588689803165
Vállus,village,0,17.302365976294812,46.8432452742252
Balatongyörök,village,0,17.350485671793127,46.76161716913677
Lesencefalu,village,0,17.345756490979877,46.844837399725975
Balatonederics,village,0,17.381310552283928,46.80913959470629
Nemesvita,village,0,17.3685812450449,46.82427266570304
Várvölgy,village,0,17.297598347587403,46.86691147969553
Bazsi,village,0,17.247511251785333,46.9315484763367
Lesencetomaj,village,0,17.361155411580253,46.85658069383815
Lesenceistvánd,village,0,17.361009076020473,46.870265317523966
Uzsa,village,0,17.338183513471694,46.89536776419564
Szigliget,village,0,17.433174515717987,46.80143621004637
Hegymagas,village,0,17.433037073479515,46.833346580079905
Badacsonytördemic,village,0,17.473685660422866,46.812025059341515
Kisapáti,village,0,17.467185720521567,46.842616877960594
Nemesgulács,village,0,17.483377494191707,46.83475899994023
Badacsonytomaj,town,0,17.514692944659167,46.805798786824504
Ábrahámhegy,village,0,17.571499618449508,46.814782558612436
Salföld,village,0,17.55013588436257,46.83399548784865
Raposka,village,0,17.423101077616455,46.84840580878349
Tapolca,town,1,17.43896191193593,46.88209717766762
Gyulakeszi,village,0,17.480815229506806,46.867910362939085
Zalahaláp,village,0,17.45834099806565,46.914770698482414
Káptalantóti,village,0,17.513650809098063,46.84980837151711
Kékkút,village,0,17.55992060393179,46.85066891215975
Mindszentkálla,village,0,17.55290961246535,46.8741848948035
Szentbékkálla,village,0,17.56457908733218,46.88645185869711
Hegyesd,village,0,17.52207619797935,46.915886995566424
Monostorapáti,village,0,17.555334973900944,46.924896598248246
Sümegprága,village,0,17.27741760489813,46.94111516810489
Sümeg,town,1,17.28116564575806,46.97843288159779
Csabrendek,village,0,17.28956318686554,47.01318037178837
Hosztót,village,0,17.24011578137729,47.08674991714603
Veszprémgalsa,village,0,17.266897793931918,47.09287956206355
Kisberzseny,village,0,17.265979985206137,47.105747319060285
Szentimrefalva,village,0,17.282008714652207,47.07298298480884
Gyepükaján,village,0,17.326564074766193,47.04422831795954
Káptalanfa,village,0,17.34412919284269,47.06588506253121
Bodorfa,village,0,17.342982044224872,47.07597080823731
Nemeshany,village,0,17.364084997384822,47.06950429071643
Sáska,village,0,17.478697181729913,46.93597158234824
Nyirád,village,0,17.454559360214095,47.005441506351254
Taliándörögd,village,0,17.56879829455863,46.9794529160258
Pusztamiske,village,0,17.447885596305312,47.062785669804626
Devecser,town,1,17.436418511872002,47.10405196360935
Kolontár,village,0,17.473781690326742,47.08708149381496
Szőc,village,0,17.513285464272013,47.022169560401146
Halimba,village,0,17.535615516110067,47.03326488750886
Ajka,town,1,17.558727551402953,47.105657865905854
Somogysárd,village,0,17.596769856212486,46.412026178310136
Mezőcsokonya,village,0,17.647623304783433,46.43166196570173
Bodrog,village,0,17.653197979942096,46.486846213560355
Hetes,village,0,17.69508237922181,46.42188189410963
Csombárd,village,0,17.67208074687735,46.452086474036086
Várda,village,0,17.740439395895347,46.461638174021616
Somogyjád,village,0,17.71588143232114,46.49149206932261
Pamuk,village,0,17.63752579183229,46.55385850132655
Somogyvár,village,1,17.650952281563328,46.581238708730034
Osztopán,village,0,17.668901609086845,46.51841409859105
Alsóbogát,village,0,17.75004391341857,46.510196780483575
Edde,village,0,17.71648465103443,46.52487659595297
Somogyvámos,village,0,17.680510268008938,46.57185066280458
Magyaregres,village,0,17.76963284599866,46.4601764973619
Somogyaszaló,village,0,17.806941856041767,46.458843992762645
Somodor,village,0,17.84178418214622,46.47632318238755
Zimány,village,0,17.90714623103945,46.42521371423784
Patalom,village,0,17.920657970890947,46.44888107521461
Magyaratád,village,0,17.90057568355682,46.467371508198866
Somogygeszti,village,0,17.782993219724784,46.51896307481857
Mernye,village,0,17.819963924231896,46.508701785412484
Polány,village,0,17.77272565569036,46.55832147549826
Felsőmocsolád,village,0,17.824989549088905,46.57630727889393
Szentgáloskér,village,0,17.88167351301143,46.501294211219374
Ráksi,village,0,17.92192917684951,46.51290189924799
Ecseny,village,0,17.85236157512214,46.55108876359114
Öreglak,village,0,17.628633279003264,46.60553975835145
Kisberény,village,0,17.65867536755549,46.63774040445467
Lengyeltóti,town,0,17.641103871440464,46.667107171694944
Hács,village,0,17.687432775419893,46.64597899676384
Ordacsehi,village,0,17.624119783689732,46.74326859109322
Gyugy,village,0,17.68210091488253,46.692308378670184
Szőlősgyörök,village,0,17.675599268182186,46.708019692816016
Látrány,village,0,17.74457586828413,46.748494919471554
Gamás,village,0,17.762571279381728,46.62023791439099
Fiad,village,0,17.838115911683513,46.634012575359115
Kisbárapáti,village,0,17.86609582766951,46.60297966433476
Bonnya,village,0,17.901178183617876,46.594551810499944
Andocs,village,0,17.924340883892782,46.648834476282836
Somogybabod,village,0,17.776792598476153,46.67539281925458
Somogytúr,village,0,17.76542459821868,46.70716265968965
Karád,village,0,17.8385506064495,46.69345339313903
Visz,village,0,17.78307110365992,46.726030686641025
Nagycsepely,village,0,17.83459595307422,46.74978997385792
Kötcse,village,1,17.860165150163755,46.7518661814802
Somogymeggyes,village,0,17.915174205239044,46.71912521212998
Kisgyalán,village,0,17.97675290948168,46.423560214192634
Gölle,village,0,18.012208605262117,46.438806700479454
Büssü,village,0,17.961333507292824,46.45530399968145
Kazsok,village,0,17.961506971974188,46.478014672431
Nak,village,0,18.052504783119513,46.47344011089255
Igal,town,0,17.93867080930506,46.53454671570512
Somogyszil,village,0,17.994195407521904,46.52035326230222
Gadács,village,0,18.00611928527719,46.537630404228445
Lápafő,village,0,18.05957748884597,46.514071174150246
Várong,village,0,18.045427765479694,46.52683289634081
Dalmand,village,0,18.192478294397393,46.493271091298034
Döbrököz,village,0,18.239254020399137,46.424126000083135
Kocsola,village,0,18.177138213448124,46.527960400920904
Szakcs,village,0,18.110943785612626,46.53850996057258
Pári,village,0,18.255983884924465,46.579184772627215
Somogyacsa,village,0,17.95394621155387,46.59202866811274
Somogydöröcske,village,0,18.006318711270264,46.58719415866928
Kára,village,0,18.010652184200854,46.6173429786612
Nágocs,village,0,17.953965615164005,46.66458950542139
Miklósi,village,0,17.996325852049715,46.64728409738354
Szorosad,village,0,18.0233496012473,46.601487099804004
Törökkoppány,village,0,18.0506298194585,46.60139359327616
Bedegkér,village,0,18.06114882194095,46.652223497538884
Zics,village,0,17.97874375581435,46.67744261491593
Kapoly,village,0,17.97072925634402,46.73092336143523
Zala,village,0,18.001499878591662,46.73929741480492
Somogyegres,village,0,18.02667085251575,46.67577077100717
Kánya,village,0,18.067921759857104,46.6999371194888
Tengőd,village,0,18.09703966164502,46.69941880736076
Tab,town,1,18.037518548560662,46.73510140781278
Tab,town,1,18.037518548560662,46.73510140781278
Koppányszántó,village,0,18.111767271233578,46.59291438015162
Értény,village,0,18.133954850267575,46.61057281914189
Újireg,village,0,18.173354509471416,46.657379108790224
Nagykónyi,village,0,18.203201124617813,46.590372271208125
Iregszemcse,village,0,18.18359898680304,46.6930093894414
Bábonymegyer,village,0,18.119557281714407,46.75167390236082
Nagyszokoly,village,0,18.20924660681688,46.72260527925965
Magyarkeszi,village,0,18.225373072965866,46.748703890666356
Balatonboglár,town,0,17.655333095709395,46.778537212874504
Balatonrendes,village,0,17.585797833332254,46.827377293541524
Révfülöp,village,0,17.63035139681567,46.82831495902942
Balatonlelle,town,0,17.696520851486273,46.786761661435634
Kővágóörs,village,0,17.60160961963721,46.84903819223094
Köveskál,village,0,17.60567404714021,46.881404580978575
Balatonszepezd,village,0,17.663756867623164,46.851826599258764
Balatonhenye,village,0,17.615534315024817,46.91197046506657
Monoszló,village,0,17.64074185038097,46.902986062550525
Zánka,village,0,17.683385595570346,46.872930599808456
Balatonakali,village,0,17.752678672146892,46.88365837324455
Tagyon,village,0,17.680346594964167,46.90235271874157
Szentantalfa,village,0,17.673993170285705,46.9121816858111
Balatoncsicsó,village,0,17.668894153069992,46.92660237485697
Balatoncsicsó,village,0,17.668894153069992,46.92660237485697
Dörgicse,village,0,17.723646918794717,46.915657810479686
Teleki,village,0,17.824583780075066,46.772513298022396
Szólád,village,0,17.839530309098357,46.786528972228744
Balatonszemes,village,0,17.778990775976393,46.80604196848677
Balatonőszöd,village,0,17.800221918727388,46.80694637326958
Balatonszárszó,village,0,17.834193687489996,46.82629179132394
Pusztaszemes,village,0,17.925549656939097,46.76599688016408
Kereki,village,0,17.91188448483707,46.79595660070187
Kőröshegy,village,0,17.900545679826326,46.831269395692786
Balatonudvari,village,0,17.80482021500374,46.905421472608715
Örvényes,village,0,17.816498762854938,46.91482801113513
Aszófő,village,0,17.83339445638171,46.928887210765744
Balatonföldvár,town,1,17.879240246401334,46.849119658749835
Szántód,village,0,17.904532672551838,46.869382674595236
Tihany,village,0,17.891757371570257,46.91222918274939
Kapolcs,village,0,17.60892720611012,46.95590350525089
Vigántpetend,village,0,17.626908513657753,46.96445351389642
Öcs,village,0,17.613769664480696,47.001557991461816
Pula,village,0,17.647953166155762,46.99741809498878
Szentjakabfa,village,0,17.67606621246687,46.93400976243058
Óbudavár,village,0,17.69077145400485,46.93788321878773
Mencshely,village,0,17.699919807026795,46.94549829573894
Vöröstó,village,0,17.723360086724494,46.971702912449906
Nagyvázsony,village,0,17.698486365327927,46.98352519866379
Barnag,village,0,17.747120885315567,46.97961330782003
Úrkút,village,0,17.6436593089292,47.08247250929183
Vászoly,village,0,17.75919972245737,46.939205671093944
Pécsely,village,0,17.78644930811738,46.95514349422549
Balatonszőlős,village,0,17.829214505533177,46.96736508771273
Tótvázsony,village,0,17.787428651440127,47.0083011704081
Hidegkút,village,0,17.828475102222814,47.00118287576388
Balatonfüred,town,1,17.888892015308503,46.95672537190781
Csopak,village,0,17.928980682335258,46.97347640056346
Nemesvámos,village,0,17.8718258215408,47.05486377960147
Veszprémfajsz,village,0,17.89569971802614,47.036413076769165
Veszprém,city,1,17.90804059373632,47.09338240383724
Bálványos,village,0,17.95206909193617,46.78166207432398
Sérsekszőlős,village,0,18.016593821153084,46.7629282153195
Balatonendréd,village,0,17.976594177170977,46.83624008659666
Torvaj,village,0,18.043885088642273,46.76409468422386
Lulla,village,0,18.02378645196997,46.78928218143319
Ságvár,village,0,18.102027826754682,46.83734548245625
Zamárdi,town,0,17.945945905465027,46.88009899962766
Siófok,town,1,18.054159749367447,46.90716941765681
Nagyberény,village,0,18.163997118482857,46.798252783969524
Nyim,village,0,18.10830857772666,46.80247148396529
Som,village,0,18.14137107175868,46.806767571762315
Szabadhídvég,village,0,18.281031160833926,46.82281559050132
Siójut,village,0,18.13878176778373,46.879411289391314
Ádánd,village,0,18.154137659082004,46.857010880912796
Balatonszabadi,village,0,18.13357100014667,46.89133119139118
Enying,town,0,18.24497269549784,46.92693408823344
Paloznak,village,0,17.940877161474386,46.9833456979849
Lovas,village,0,17.958808882018335,46.99336690684952
Felsőörs,village,0,17.95261508796586,47.01513181728786
Alsóörs,village,0,17.97707145208143,46.988266274250236
Szentkirályszabadja,village,0,17.970531896476096,47.056515718857746
Balatonalmádi,town,0,18.01557558077853,47.03027699719375
Litér,village,0,18.007599978360002,47.09991500122198
Litér,village,0,18.007599978360002,47.09991500122198
Balatonfűzfő,town,0,18.04096771992557,47.062004291623666
Királyszentistván,village,0,18.043654491108835,47.10926626119945
Papkeszi,village,0,18.08173111156223,47.08201360754532
Balatonvilágos,village,0,18.159314021243684,46.96417310087639
Balatonfőkajár,village,0,18.21221589815701,47.02029327072408
Lepsény,village,0,18.244363907229793,46.994668197646675
Mezőszentgyörgy,village,0,18.27384320125652,46.99404800829211
Balatonkenese,town,0,18.107968116233977,47.0349778022387
Balatonakarattya,village,0,18.143940253471264,47.02396629796411
Csajág,village,0,18.185890589092832,47.04467768967122
Küngös,village,0,18.173432393406546,47.06601031701827
Füle,village,0,18.245887988940833,47.05266860167648
Jenő,village,0,18.249945229921558,47.105789018975635
Egervölgy,village,0,16.908367228299724,47.119030697024584
Bejcgyertyános,village,0,16.92302737441044,47.14871537867625
Nyőgér,village,0,16.937711505539248,47.18158789015639
Sótony,village,0,16.948429215362545,47.196195279166346
Káld,village,0,17.044881596913044,47.16406216968193
Ikervár,village,0,16.895385763960444,47.20820810484503
Sárvár,town,1,16.934216520094854,47.25174257428606
Gérce,village,0,17.016931055836835,47.21601950424521
Sitke,village,0,17.02428304778513,47.242814979140185
